I0129 17:10:42.845134     1 daemon.cc:318] running in the foreground
I0129 17:10:42.933127     1 daemon.cc:2341] received request for healing from our predecessor 2635933066124638357 with healing_id=0, but that token is too low; requesting a retry
I0129 17:10:42.933295     1 daemon.cc:2354] resetting healing process with our predecessor 2635933066124638357: healing_id=2 to_ack=1
I0129 17:10:42.936612    10 object_manager.cc:1061] spawning worker thread for object 7528171833139684728
I0129 17:10:42.936624     1 daemon.cc:2228] registering client 12544465282417444959
I0129 17:10:42.936662    10 object_manager.cc:1133] hyperdex:init @ 2: initializing HyperDex cluster with id 8330260271332897533
I0129 17:10:42.936671    10 object_manager.cc:1133] hyperdex:init @ 2: issuing new configuration version 1
I0129 17:10:42.936674    10 object_manager.cc:1133] hyperdex:init @ 2: acked through version 1
I0129 17:10:42.936678    10 object_manager.cc:1133] hyperdex:init @ 2: stable through version 1
I0129 17:10:42.936703    10 object_manager.cc:1133] hyperdex:server_register @ 4: registered server(2395630256107978415)
I0129 17:10:42.936709    10 object_manager.cc:1133] hyperdex:server_register @ 4: issuing new configuration version 2
I0129 17:10:42.936713    10 object_manager.cc:1133] hyperdex:server_register @ 4: acked through version 2
I0129 17:10:42.936717    10 object_manager.cc:1133] hyperdex:server_register @ 4: stable through version 2
I0129 17:10:42.936745    10 object_manager.cc:1133] hyperdex:server_online @ 7: changing server(2395630256107978415) from ASSIGNED to AVAILABLE
I0129 17:10:42.936751    10 object_manager.cc:1133] hyperdex:server_online @ 7: issuing new configuration version 3
I0129 17:10:42.936755    10 object_manager.cc:1133] hyperdex:server_online @ 7: acked through version 3
I0129 17:10:42.936758    10 object_manager.cc:1133] hyperdex:server_online @ 7: stable through version 3
I0129 17:10:42.936810     1 daemon.cc:2228] registering client 18141877202091331011
I0129 17:10:42.936868     1 daemon.cc:2228] registering client 6189447339079047889
I0129 17:10:42.936933    10 object_manager.cc:1133] hyperdex:server_register @ 16: registered server(8539336174056787565)
I0129 17:10:42.936939    10 object_manager.cc:1133] hyperdex:server_register @ 16: issuing new configuration version 4
I0129 17:10:42.936944    10 object_manager.cc:1133] hyperdex:server_register @ 16: acked through version 4
I0129 17:10:42.936946    10 object_manager.cc:1133] hyperdex:server_register @ 16: stable through version 4
I0129 17:10:42.937053    10 object_manager.cc:1133] hyperdex:server_online @ 22: changing server(8539336174056787565) from ASSIGNED to AVAILABLE
I0129 17:10:42.937060    10 object_manager.cc:1133] hyperdex:server_online @ 22: issuing new configuration version 5
I0129 17:10:42.937067    10 object_manager.cc:1133] hyperdex:server_online @ 22: acked through version 5
I0129 17:10:42.937070    10 object_manager.cc:1133] hyperdex:server_online @ 22: stable through version 5
I0129 17:10:42.937237     1 daemon.cc:2228] registering client 11593390091840230707
I0129 17:10:42.937285     1 daemon.cc:2228] registering client 12922653666599836827
I0129 17:10:42.937341     1 daemon.cc:2228] registering client 1475056588003058819
I0129 17:10:42.937382    10 object_manager.cc:1133] hyperdex:server_register @ 34: registered server(16158875922991214088)
I0129 17:10:42.937388    10 object_manager.cc:1133] hyperdex:server_register @ 34: issuing new configuration version 6
I0129 17:10:42.937392    10 object_manager.cc:1133] hyperdex:server_register @ 34: acked through version 6
I0129 17:10:42.937396    10 object_manager.cc:1133] hyperdex:server_register @ 34: stable through version 6
I0129 17:10:42.937582    10 object_manager.cc:1133] hyperdex:server_online @ 43: changing server(16158875922991214088) from ASSIGNED to AVAILABLE
I0129 17:10:42.937588    10 object_manager.cc:1133] hyperdex:server_online @ 43: issuing new configuration version 7
I0129 17:10:42.937592    10 object_manager.cc:1133] hyperdex:server_online @ 43: acked through version 7
I0129 17:10:42.937595    10 object_manager.cc:1133] hyperdex:server_online @ 43: stable through version 7
I0129 17:10:42.937870    10 object_manager.cc:1133] hyperdex:server_suspect @ 55: changing server(2395630256107978415) from AVAILABLE to NOT_AVAILABLE because we suspect it failed
I0129 17:10:42.937876    10 object_manager.cc:1133] hyperdex:server_suspect @ 55: issuing new configuration version 8
I0129 17:10:42.937880    10 object_manager.cc:1133] hyperdex:server_suspect @ 55: acked through version 8
I0129 17:10:42.937885    10 object_manager.cc:1133] hyperdex:server_suspect @ 55: stable through version 8
I0129 17:10:42.938012    10 object_manager.cc:1133] hyperdex:server_online @ 63: changing server(2395630256107978415) from NOT_AVAILABLE to AVAILABLE
I0129 17:10:42.938019    10 object_manager.cc:1133] hyperdex:server_online @ 63: issuing new configuration version 9
I0129 17:10:42.938024    10 object_manager.cc:1133] hyperdex:server_online @ 63: acked through version 9
I0129 17:10:42.938027    10 object_manager.cc:1133] hyperdex:server_online @ 63: stable through version 9
I0129 17:10:42.938266     1 daemon.cc:2439] the connection with the prev node is 100% healed
I0129 17:10:43.352841     1 daemon.cc:775] providing configuration to 2/192.168.100.4:58741 as part of the bootstrap process
I0129 17:10:43.353569     1 daemon.cc:2228] registering client 3943434660825250831
I0129 17:10:43.354111    10 object_manager.cc:1133] hyperdex:server_register @ 77: registered server(12510606492955937114)
I0129 17:10:43.354122    10 object_manager.cc:1133] hyperdex:server_register @ 77: issuing new configuration version 10
I0129 17:10:43.354126    10 object_manager.cc:1133] hyperdex:server_register @ 77: acked through version 10
I0129 17:10:43.354130    10 object_manager.cc:1133] hyperdex:server_register @ 77: stable through version 10
I0129 17:10:43.378054    10 object_manager.cc:1133] hyperdex:server_online @ 89: changing server(12510606492955937114) from ASSIGNED to AVAILABLE
I0129 17:10:43.378074    10 object_manager.cc:1133] hyperdex:server_online @ 89: issuing new configuration version 11
I0129 17:10:43.378082    10 object_manager.cc:1133] hyperdex:server_online @ 89: acked through version 11
I0129 17:10:43.378089    10 object_manager.cc:1133] hyperdex:server_online @ 89: stable through version 11
I0129 17:10:43.411933     1 daemon.cc:960] received proposal 3311916125053864280:1422551451245493873 from server=2635933066124638357
I0129 17:10:43.411993     1 daemon.cc:1115] proposal 3311916125053864280:1422551451245493873 hit the config_tail; adopting
I0129 17:10:43.412006     1 daemon.cc:1372] deploying configuration configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=10, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387)])
I0129 17:10:43.412084     1 daemon.cc:1438] the latest stable configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=10, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387)])
I0129 17:10:43.412096     1 daemon.cc:1439] the latest proposed configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=10, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387)])
W0129 17:10:43.412106     1 daemon.cc:1445] the most recently deployed configuration can tolerate at most 1 failures which is less than the 2 failures the cluster is expected to tolerate; bring 1 more servers online to restore 2-fault tolerance
I0129 17:10:43.412158     1 daemon.cc:2548] command tail stabilizes at configuration 10
I0129 17:10:43.412606     1 daemon.cc:2354] resetting healing process with our predecessor 2635933066124638357: healing_id=3 to_ack=106
I0129 17:10:43.412775     1 daemon.cc:2439] the connection with the prev node is 100% healed
I0129 17:10:43.767170     1 daemon.cc:960] received proposal 4405559964547378126:1422551451600750335 from server=2635933066124638357
I0129 17:10:43.767278     1 daemon.cc:1115] proposal 4405559964547378126:1422551451600750335 hit the config_tail; adopting
I0129 17:10:43.767295     1 daemon.cc:1372] deploying configuration configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=11, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:43.767441     1 daemon.cc:1438] the latest stable configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=11, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:43.767463     1 daemon.cc:1439] the latest proposed configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=11, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
W0129 17:10:43.767477     1 daemon.cc:1445] the most recently deployed configuration can tolerate at most 1 failures which is less than the 2 failures the cluster is expected to tolerate; bring 1 more servers online to restore 2-fault tolerance
I0129 17:10:43.767539     1 daemon.cc:2548] command tail stabilizes at configuration 11
I0129 17:10:43.767954     1 daemon.cc:2354] resetting healing process with our predecessor 2635933066124638357: healing_id=4 to_ack=106
I0129 17:10:43.768127     1 daemon.cc:2439] the connection with the prev node is 100% healed
I0129 17:10:43.768245     1 daemon.cc:960] received proposal 13098614475902745636:1422551451601902619 from server=2635933066124638357
I0129 17:10:43.768280     1 daemon.cc:1135] forwarding proposal 13098614475902745636:1422551451601902619 to chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)
I0129 17:10:43.817716     1 daemon.cc:802] informed about configuration 12 which replaces stable configuration 11
I0129 17:10:43.817750     1 daemon.cc:1372] deploying configuration configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=12, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:43.817832     1 daemon.cc:1438] the latest stable configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=12, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:43.817852     1 daemon.cc:1439] the latest proposed configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=12, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:43.817865     1 daemon.cc:1454] the most recently deployed configuration can tolerate the expected 2 failures
I0129 17:10:43.817921     1 daemon.cc:2578] initiating healing with successor 13326773463663920508 with healing_id=0
I0129 17:10:43.818065     1 daemon.cc:2368] received healing retry from successor 13326773463663920508 with healing_id=1
I0129 17:10:43.818095     1 daemon.cc:2578] initiating healing with successor 13326773463663920508 with healing_id=2
I0129 17:10:43.818131     1 daemon.cc:2354] resetting healing process with our predecessor 2635933066124638357: healing_id=5 to_ack=106
I0129 17:10:43.818164     1 daemon.cc:2406] initiating state transfer to 13326773463663920508 starting at slot 1
I0129 17:10:43.818627     1 daemon.cc:2526] state transfer healing_id=2 complete; falling back to normal chain operation
I0129 17:10:43.818671     1 daemon.cc:2439] the connection with the prev node is 100% healed
I0129 17:10:43.821547     1 daemon.cc:2425] the connection with the next node is 100% healed
I0129 17:10:43.821558     1 daemon.cc:2432] command tail stabilizes at configuration 12
I0129 17:10:44.161588     1 daemon.cc:960] received proposal 7480397720549979252:1422551451995133617 from server=2635933066124638357
I0129 17:10:44.161654     1 daemon.cc:1135] forwarding proposal 7480397720549979252:1422551451995133617 to chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)
I0129 17:10:44.161846     1 daemon.cc:802] informed about configuration 13 which replaces stable configuration 12
I0129 17:10:44.161870     1 daemon.cc:1372] deploying configuration configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=13, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:44.161952     1 daemon.cc:1438] the latest stable configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=13, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:44.161972     1 daemon.cc:1439] the latest proposed configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=13, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:10:44.162052     1 daemon.cc:1454] the most recently deployed configuration can tolerate the expected 2 failures
I0129 17:10:44.162106     1 daemon.cc:2578] initiating healing with successor 13326773463663920508 with healing_id=3
I0129 17:10:44.162129     1 daemon.cc:2456] suffix of the chain (all nodes after us) stabilizes at configuration 13
I0129 17:10:44.162176     1 daemon.cc:2406] initiating state transfer to 13326773463663920508 starting at slot 106
I0129 17:10:44.162197     1 daemon.cc:2526] state transfer healing_id=3 complete; falling back to normal chain operation
I0129 17:10:44.162238     1 daemon.cc:2425] the connection with the next node is 100% healed
I0129 17:10:44.162276     1 daemon.cc:2354] resetting healing process with our predecessor 2635933066124638357: healing_id=6 to_ack=106
I0129 17:10:44.162410     1 daemon.cc:2439] the connection with the prev node is 100% healed
I0129 17:10:44.220695     1 daemon.cc:2228] registering client 4459588186803520492
I0129 17:10:44.221683    10 object_manager.cc:1133] hyperdex:server_register @ 107: registered server(2195624895819961557)
I0129 17:10:44.221704    10 object_manager.cc:1133] hyperdex:server_register @ 107: issuing new configuration version 12
I0129 17:10:44.221712    10 object_manager.cc:1133] hyperdex:server_register @ 107: acked through version 12
I0129 17:10:44.221720    10 object_manager.cc:1133] hyperdex:server_register @ 107: stable through version 12
I0129 17:10:44.251003    10 object_manager.cc:1133] hyperdex:server_online @ 122: changing server(2195624895819961557) from ASSIGNED to AVAILABLE
I0129 17:10:44.251019    10 object_manager.cc:1133] hyperdex:server_online @ 122: issuing new configuration version 13
I0129 17:10:44.251024    10 object_manager.cc:1133] hyperdex:server_online @ 122: acked through version 13
I0129 17:10:44.251027    10 object_manager.cc:1133] hyperdex:server_online @ 122: stable through version 13
I0129 17:10:59.918151    10 object_manager.cc:1133] hyperdex:alarm @ 142: establishing checkpoint 1
I0129 17:10:59.918185    10 object_manager.cc:1133] hyperdex:alarm @ 142: checkpoint 1 done
I0129 17:11:00.000867     1 daemon.cc:2275] we are chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387) and here's some info: issued <=148 | acked <=148
I0129 17:11:00.000892     1 daemon.cc:2278] our stable configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=13, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:11:00.000911     1 daemon.cc:2279] the suffix of the chain stabilized through 13
I0129 17:11:15.000445     1 daemon.cc:2765] session for 11593390091840230707 timed out
I0129 17:11:15.000474     1 daemon.cc:2765] session for 12544465282417444959 timed out
I0129 17:11:15.001070     1 daemon.cc:2236] disconnecting client 18141877202091331011
I0129 17:11:15.001130     1 daemon.cc:2236] disconnecting client 11593390091840230707
I0129 17:11:15.001162     1 daemon.cc:2236] disconnecting client 12544465282417444959
I0129 17:11:30.168447    10 object_manager.cc:1133] hyperdex:alarm @ 151: establishing checkpoint 2
I0129 17:11:30.168472    10 object_manager.cc:1133] hyperdex:alarm @ 151: checkpoint 2 done
I0129 17:11:30.168480    10 object_manager.cc:1133] hyperdex:alarm @ 151: garbage collect <= checkpoint 1
I0129 17:12:00.000823     1 daemon.cc:2275] we are chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387) and here's some info: issued <=157 | acked <=157
I0129 17:12:00.000875     1 daemon.cc:2278] our stable configuration is configuration(cluster=14743427783249990189, prev_token=8232372956669831928, this_token=8232372956669831928, version=13, command=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], config=[9248345104831381057, 372708710594940062, 2635933066124638357, 9469506231137051387, 13326773463663920508], members=[chain_node(bind_to=192.168.100.2:1982, token=372708710594940062), chain_node(bind_to=192.168.100.3:1982, token=2635933066124638357), chain_node(bind_to=192.168.100.1:1982, token=9248345104831381057), chain_node(bind_to=192.168.100.4:1982, token=9469506231137051387), chain_node(bind_to=192.168.100.5:1982, token=13326773463663920508)])
I0129 17:12:00.000910     1 daemon.cc:2279] the suffix of the chain stabilized through 13
I0129 17:12:00.417932    10 object_manager.cc:1133] hyperdex:alarm @ 157: establishing checkpoint 3
I0129 17:12:00.417955    10 object_manager.cc:1133] hyperdex:alarm @ 157: checkpoint 3 done
I0129 17:12:00.417965    10 object_manager.cc:1133] hyperdex:alarm @ 157: garbage collect <= checkpoint 2
I0129 17:12:30.668732    10 object_manager.cc:1133] hyperdex:alarm @ 163: establishing checkpoint 4
I0129 17:12:30.668758    10 object_manager.cc:1133] hyperdex:alarm @ 163: checkpoint 4 done
